-0.041014213	0.0039013056	-0.009113305	0.037787255	-0.094091505	-0.017210336	-0.005010412	-0.026699241	0.065667756	0.08149598	0.06690372	0.02536716	-0.0009417037	0.041030597	0.006999957	0.022411799
-0.085195005	-0.022885554	-0.011233041	0.051771965	-0.003933742	0.03387017	0.02628401	-0.08577261	-0.030390935	0.021526014	-0.04359344	0.03353255	0.0055626347	0.077690944	-0.009115527	0.0033115095
0.010793099	0.012032394	-0.025010346	0.058219906	-0.027164478	0.02003035	0.06462213	-0.09515959	-0.014334786	0.026366442	-0.0387378	-0.0021460564	0.047454774	0.0854717	0.035104148	-0.015480475
-0.059691854	0.006675129	-0.0034322063	0.044930223	-0.061140552	0.04022461	0.029888114	-0.079797775	-0.039724946	-0.009012197	0.009386611	0.016845793	0.07236377	0.016709464	-0.0064211115	0.0740097
-0.047597107	0.031640653	-0.0043617217	0.10780665	-0.042271487	0.011613325	-0.05954349	-0.10324914	-0.021177877	0.014816583	0.054536868	1.04492065e-05	0.0182416	0.07015098	-0.042147644	0.025735205
0.02146895	0.032829322	0.02489131	0.075009935	0.008775929	0.045466945	0.03924116	-0.036180813	0.029879136	0.08279192	0.020115612	0.047857396	-0.028568072	0.008202094	-0.06318116	0.07792985
-0.0065582776	-0.016960705	0.011286029	0.03246728	-0.10156992	-0.0074332585	-0.0033837892	-0.068480045	-0.07399371	0.0059487764	0.036236517	0.036454484	-0.1328799	0.097870186	0.0027255854	-0.021996742
0.040035244	-0.06031036	0.00055734796	0.05396081	-0.07368277	-0.014971544	-0.040005606	-0.10806626	-0.008530351	0.015289712	-0.036186192	-0.00010433092	0.026183296	0.013992828	0.015153756	0.05221835
0.077732615	0.024496103	0.053281758	0.01761094	-0.06562607	-0.06740774	0.08703117	0.012632232	-0.017418476	0.030362282	0.0069341497	0.045774177	0.0052092266	0.04581476	0.013841331	-0.09979531
-0.026457047	-0.023267444	0.04733583	0.056603502	-0.025059212	0.031017043	0.07216563	0.021644792	0.035133757	0.045285054	-0.06535199	0.04025293	0.015262578	0.008432799	0.07246438	0.0037386203
-0.06414375	-0.0044096196	-0.029847749	0.0795627	-0.089941345	0.0297349	0.040516697	-0.028073722	0.022425372	-0.06668586	0.11416622	0.075395264	0.056608286	0.06446753	0.05919613	0.0067107556
-0.031691708	-0.0574037	0.019277977	-0.024822753	-0.03348678	0.041538153	0.040816005	-0.04240618	0.08701354	0.03367212	0.0062256143	0.062346913	0.025529929	-0.0011558973	0.0018686446	-0.06102114
